serial,text,sentiment
13,"Directed by Chad Stahelski, John Wick Chapter 4 continues the struggle of John Wick
(Keanu Reeves) with the price on his head ever increasing, he finally uncovers a way to
get free of The High Table for good. But he must face off against a new enemy with
powerful alliances across the globe.

Since this franchise started in 2014 with the release of its first movie, I'm in awe of how
this franchise has come. I had no clue what they gonna bring in the final chapter since
the last three movies always set the bar higher for the next, especially the action
sequences. And somehow they still did it and 1 think it's a perfect culmination and the
best movie probably not just in the franchise but also in modern action movies ever. The
amount of story and action is quite perfectly balanced, it's kinda an improvement from
Chapter 3 which I think is just endless action from the beginning. They also introduced a
lot of exciting and interesting new characters each with enough backstory to understand
their relationship with each other and their connection to the story

Donnie Yen, Bill Skarsg&rd, and Scott Adkins are simply phenomenal. Scott Adkins is
almost unrecognizable in prosthetics and a fat body suit and we definitely need to see
more of Bill Skarsg§rd playing this type of role, he nailed it, The technical aspects are
jaw-dropping, spanning from camerawork, stunning visuals and colors, and gorgeous
cinematography to production and sound design. Some movies, especially action flicks
definitely have one if not more memorable sequences, well John Wick: Chapter 4 is
packed with over-the-top and memorable action sequences, the stunt choreography is
truly flawless.

Salute to director Chad Stahelski for delivering the John Wick movies that were distinct
from the others and closing them perfectly, he really saved the best for the last one (or
there might be more). I'm excited to see where this franchise is gonna be taken next.

Don't let the length fool you, you won't feel it as soon as you hop in for an exhilarating
ride:
",positive
14,"I, just like many others, went in with high expectations because of the anticipation of this
movie, and amazingly enough, did not disappoint as well as exceeded my expectations!

As a newcomer to the John Wick franchise, but having been aware of it for a very long
time, I really love these films, particularly the first one. After watching Parabellum, and
slightly wondering if the caliber and scope of it can be overtaken, I was gladly mistaken
after seeing this film. The IMAX experience was breathtaking and impactful, so if given
the opportunity, definitely don't miss out. But, watching it in a regular cinema is also
equally good. While I don't want to spoil, J find that the movie felt way shorter than it's
2h 49m runtime, as 1 felt that Parabellum felt around 20 minutes too long. So if runtime
worries you, I can assure you that it is not a problem, but a positive.

The movie left me highly satisfied and breathless, so massive props and respect to
everyone involved in superseding the other entries and reinvigorating the action genre. It
really feels like a once in a lifetime example of a genuinely impactful action movie. Please
watch it and I feel that a 10 is worthy simply because of enjoyable nature, which the
movie leans into. It does everything an incredible movie needs, and easily makes it one
of the best movies as of late, and the apex of this amazing franchise! Also props to Keanu
Reeves for inhabiting this character as well, as nobody brings it like him.
",positive
15,"First of all, I went into this 4th installment of John Wick with little expectations. I was
thinking that 3 movies were perfect to end on. The perfect trilogy, why ruin it with even
more installments? And I generally thought they would somehow mess up this movie?. I
am now deeply ashamed that I thought that way, because this turned out to be much,
much better than what I expected, hell even better than the previous installments (in my
honest opinion).

This was the 2nd John Wick movie I saw at the cinema and once again, it was an
amazing experience. The action was constant. It was relentless, it was bloody and it was
just even mare constant. I felt like it would never let up. I freaking loved every second of
it. They really went fully into town with this, especially with that star studded cast
starring Donnie Yen, Yuri Boyka himself (Scott Adkins) and of course some familiar faces
from the previous installments. This was by far my favorite John Wick installment.
",positive
16,"loved the movie. It was a slightly longer movie. The action scenes and fight scenes
were also very good. Keanu Reeves was perfect for this rale. Yeeahh :) Some scenes in
the movie bothered me. Especially the scenes of not bleeding and cops scenes, but still, 1
think it was very good. It was fun to watch in the cinema, Same scenese were funnish. It
wasn't necessary. Also, the shooting scenes were very good. At the same time, the disco
scene, the scene shot from above, looked very epic. I was blown away by these scenes.
The ending of the movie was a bit simplistic so the ending was disappointing.
",positive
17,"This is honestly the best John Wick film since Chapter 2. My grandpa and I saw it
last Friday and yo, it was a blast for both of us because both are love with these
action movies. You can try understand John Wick: Chapter 4 is somewhat different
such as Caine, the deuteragonist, he's send to kill John which is antagonistic and
deadly; but you latter corne sympathize with him due to his goal to save his
daughter from execution.

I personally respect him for giving Shimazu Koji a honorable death in battle,
although Koji's daughter Akira wants revenge for that. Meanwhile with all the
bounties and man-hunts, I'll say it’s practically all Santino's fault for forfeiting
John's life due to his desire to join the High Table and over run New York with the
Camorra.
",positive
18,"As an action movie this is perfection, John Wick has always been true tu it's essence , it's
not trying te be anything else that what it is !

This film delivers action at its purest state. The Berlin sequence it's just perfect , the
music, the stunts , the characters and the John Wick universe has to stay here forever.

The biblical references and John's resolution are well stated. Do not try to analyze this
movie as something that is not trying to be.

Remember what this franchise is all about, revenge, action, weapon skills, martial arts
and most important of all, a Hitman's redemption story!

John Wick 4 delivers | It's a 10/10 Thanks to all the genius behind this project , yo have
made the best action film franchise in history
",positive
19,"Keanu always did what exactly he good in making a great movies series.
John wick is a character that he fight for love justic and good john wick is note a hero ,
he is a human , but he was a man makes his enemies liked him this move should stay on

best 250 movie list.

Every single actor , actress , director , camera man , producing team and writers was
doing his best and the get right what they want.

I like that this is the last John Wick movie because The way that the movie end is
fabulous and makes me (as John Wick fan) feel good and pleased

I like to say thanks to keanu , director ,writer and the hole team about this action movie .
",positive
20,"As a cinephile and decades of watching action movies, one is not as tantalized by the
mere act of killing and car chases. What Wick 4 attempts to do is bring the action to
another level on top of the prior 3. Not an easy task given the relentless killing and video
game level of endurance the main character has. It is akin to the experience of watching
Fast and Furious. We know no one could survive the falls and gun fights, and that is part
of the fun. The audience is in on the joke sort of speaking. Dialogue is used sparingly.
The mystery of the High Table, the almost religious codex that is followed by the criminal
organization gives the movies a greater meaning than perhaps the sum of its parts.
Reeves is a perfect fit, and we cheer for him as he appears to be the best most
conscientious of the worst the org has.
",negative
21,"And those who cling to life... dies!

This movie was an absolute blast! One of the best action movies i have seen in quite a
while and perhaps the best movie of the franchise!

The odds and stakes have yet again been risen and John has to fight like never before,
coming to terms with who he is! This was an intense and emotional ride with amazingly
choreographed fight scenes that transcends what you would deem possible in a movie!
Outstanding use of marcial arts and many of the scenes are insanely well shot with
incredible long takes that will stick with you! Some out of this world set pieces!
Soundtrack was amazing as well and gives you just the vibe you need!

Caine was by far my favorite addition to the movie! He steals every scene!

This movie shows how you can still make one of the best action moviez without using
CGI! Honestly its mindblowing how good this movie is! The almost 3hr. Runtime, flew by!
",positive
22,"Many enemies attack John but they like to attack him one at a time because they're
respectful and wait their turn.

The story line does not exist, just shooting. It starts off with John shooting some random
Arabs and an important black character just gets randomly killed off.

The bullets have no impact on John. Falling off a 5-story building has no impact on him
either. Just gets up. But the movie is not called ""Superman.""

The dialogue was written by a 12 year old.
It tries to be funny by having a dog bite the testicles off one of the bad guys and then
pee on that dead bad guy. Seems to have worked because almost the entire theater

burst into laughter.

If you're one of dumb guys, go ahead and click ""No"" on the ""Was this review helpful?""
",negative
23,"Just how much cash can you get out of a cash cow? As the John Wick producers know
that's plenty of dough but with each iteration the movies become ever more flabby and
contrived. The Hollywood formula has been employed; copy a previous success adding
ever more crash bang and wollop and of course stretching the whole thing out to a dreary
3 hour run time. But of course Hollywood misses the point, yet again. What made the
original Wick movie interesting was the character's struggle to make a new life only to be
dragged back into the criminal underworld. Granted it's an interesting and novel criminal
underworld but now it's the world of John Wick which is the focus, not Wick himself. Time
to call it a day.
",negative
24,"Let's be honest if, by now, you choose to see a “John Wick"" movie then you know what's
coming. Several hours of hyperkinetic, over the top violence with a pounding soundtrack
and moody lighting. On this front ""John Wick: Chapter 4"" delivers and then some.

There isn't a plot that I can recall but once again our favourite assassin is wrestling with
the unseen High Table and the price on his head is increasing faster than post-Covid
inflation. So every goon in a suit is out to collect and John has to wade through a tsunami
of bodies in order to, well, keep killing people.

Clearly there's no logic here as John has no identifiable motive anymore or even an end-
goal in mind. Instead he's the main character in a video game and you're watching a
Twitch stream of someone talented playing all the way through to the final boss.

At one point this characteristic is cemented, in spectacular fashion, when the camera
shifts to a top-down view and you get to watch John move from room to room in a bloody
spree. It's a fantastic sequence, right down to the spray of blood as henchmen #89 gets
shot in the head at close range.

So Is it a great film? Well yes because ""John Wick: Chapter 4"" plays it straight down the
line and sticks religiously to its aesthetic. There are no in-jokes here, in fact there are
more grunts than dialog, and the film absolutely believes in itself. On that front it's a
right belter.
",positive
25,"Inever read the good reviews in anything. Movies, Tv, Videogames... Never... I always
read the bad reviews only.

When i see many reviews that say “worst movie ever"" the chances are high that the
movie is decent and worth a view. Those people never watch actually bad movies or they
would know that there is no one worst movie ever... There is thousands of them...

When | see many reviews that say ""I'll never get those 2 hours back"" or ""i wasted 2 hours
of my life"" | know that the movie is pretty good and I'm gonna like it. To those people...
Just sleep less time some days. Even 5 minutes less a day can get you your wasted hours
back in no time...

But when | see even just one review that complain about that the fourth movie of a
franchise is the worst and the whole franchise sucks and yet they have sit through the
whole franchise since they are able to criticize it, then the movie is a masterpiece... And
Chapter 4 is a masterpiece... Enjoy if you are an action fan, you deserve this + + +

Update: When i see reviews with the expression ""Are people blind""? The movie is
probably an 11/10. Blind people have their other senses very enhanced and know better
from people with mediocre levels of all of their sense and are completely ignorant about
what subjective means...
",negative
26,"The Wick films now have something in cormmon with another popular franchise; the
Road Runner cartoons. Wick is now more invulnerable than Wolverine. Last movie
they dropped him off of a building. In this one they do the same but why stop
there; they drop him off two buildings with nary a scratch. Wick just gets up and
keeps on killing. Who cares right? Certainly not reviewers and critics who are giving
this cartoonish movie high praise. But why stop there? Let's let him get hit by no
less than 4 moving cars that would have shattered bones in a mere mortal. But
let's go for more. Let's drop him not once but twice down hundreds of stairs only
for him to get up and kill dozens more. My wife ( having loved the first 3) was
thoroughly disgusted with this movie and I was quite dismayed myself. Wick
peaked in the second brilliant one but they turned this into a stupid Fast and
Furious movie defying what punishment a body can take. Wick is not hurt once
except in the final gun battle. The movie gets a few stars for the cinematography,
stunts and the great first big action action scene in Japan with the equally great
Hiroyoki Sanada. Sadly the movie goes downhill from there. Watch for cartoon fun
only.
",negative
27,"In my opinion this is by far the worst movie of the franchise. It's just way too over
the top. Everybody seems to have magical jackets now to stop the bullets.

Audience loved the dogs on the third one so that just lazily copied one here also
but didn't bother to have any real cool scenes with it.

I'm happy they made John Wick 1 but since then every movie getting worse and
worse. This one was already so bad that I regret spending any money to see It.

People shooting and dying in center of Paris but police doesn't seem to care.

John Wick getting shot, falling from great heights etc without any issues.
",negative
28,"I really liked the first 3. And really hated this one. I thought the action sequences
were stupid like one that reminded me of the scene in Hot Rod where Andy
Samberg goes flying down and a hill and doesn't stop for miles. Apparently this is
one of John Wick's new superpowers, to be able to survive long falls. The Scout
character is extra stupid and unnecessary. I don't understand his motivation.
There's too many characters here that are supposed to be important. I just found
everything confusing and redundant. There may have been one or two scenes that
I liked but J can't even think which they are. Keannu is too slow now to pull these
fight scenes off. Donnie reprises his role from Star Wars Rogue One. I just think it's
a messy movie.
",negative
29,"So full of ideas I am sure I need to watch it a lot more. Yeah it was great on the big
screen. Like being there. Like you are a drone looking in on the action. Yeah some lemon
haze half way in was a good choice for me. Better than a video game! Hard to believe I
did not know so many of the spoilers since 1 followed the online info pretty closely. Over
the last few pandemic years. Keanu is the quintessential action movie star. John Wick IS
the wrathful deity. I have heard it will be available for streaming in May. T'll be running it
all day.

Not for kids. Do NOT let your ex husband take little kids cuz he wants to see it. The good
news is that it has intergenerational appeal as long as you are over 14 .
",positive
30,"What is all the raving about with this movie? I felt it lacked a decent storyline and was 2
hours and 35 mins of fighting while the remaining 10 or so minutes was acting.

The usual far too long fighting scenes where he does his usual MMA moves by getting the
enemies head between his legs while he reloads his gun and shoots him the head.

For me it was at least an hour too long and could have been much shorter, The storyline
was very weak and after such a long gap between this and John Wick 3 I am surprised it
was written better.

I also have no idea why this review has to be a minimum go 600 characters?

Yes we.
",negative
31,"Parabellum (part 3) was my favorite and as is the case in many sequels, hard to keep
topping your last go- not in the case of the John Wick team. They keep figuring out ways
to keep the story interesting, delivering on the action set pieces and adding to the lore in
a very effective and stylish way. John Wick 4 was an absolute pleasure to watch. It was
full of entertainment. Despite being almost 3 hours long, it does not have boring
sections. The non-action scenes have interesting characters, drama and incredible
production design. John Wick continues to raise its own bar. As in the previous entries,
each action set piece is distinguished and powerful. This Is one of those movies that must
be watched on the big screen.
",positive
32,"My son and I love the John Wick movies but both agreed this was really bad. There were
a few creative aspects to the fight scenes, cinematography and effects, but in terms of
the writing the whole movie was just one long incessant fight scene repeated what felt
like hundreds of times without any story to break it up or make any of it matter at all to
the viewer. In action movies it's obviously about the action and not much is needed to
make the story ‘matter’ but my goodness at least have the basics of an actual story that
makes the action compelling in some basic way. There were a number of excellent actors
in this movie but sadly the writing made it so that even they couldn't contribute anything
to the story. Went in excited but I seriously wanted to walk out about half way through

when I realized it was just going to be non-stop fight scenes and nothing else for 3 whole
hours. It was truly mind-numbing
",positive
33,"""john wick chapter 4"" whole new level of action set pieces

| wouldn't say this movie is a masterpiece, but the action sequences make this one a
highly worth watch in theaters. What else does anyone expect from a john wick movie.
The last one hour of this movie is just like blazing fire. Keanu reeves, i dont think i can
see him in any other character unless he cuts his hair or something. He just shines in the
action sequences and embodies this character completely. All the extras and other actors
give an amazing performance. Action sequences, top notch. Cinematography, top notch.
Music, top notch.
",positive
34,"John Wick Chapter 4, directed by Chad Stahelski and stars Keanu Reeves as the
main character John Wick. This is the best film of 2023, already. There I said it. It's
already the best film of 2023. John Wick's Chapter 4 1s one of the best action films
this decade. I enjoy this film, no; I loved this film. I loved this film, My dad and I
watched John Wick's Chapter 1 on opening day, and now we watched it on opening
day; and Chapter 4 didn't disappoint us at all; we had the best time with this film.
Bill Skarsgard, Donnie Yen, and Scott Adkins were brilliant in this film, and they
didn't disappoint us in this film as it's such a good plot during this film. The story is
well done as it shows and expands the new assassin world. And the action, I can
keep going on and on about the action and I am so anticipated that I want to see
the movie again, of how good the action is especially the overhead scene that was
inspired by Hotline Miami. That scene alone made this film a masterpiece. I could
watch it over and over again and I will never get tire of watching it. The story is
really good and the ending was a huge plot twist, as we though there were going to
make Chapter 5. And in all honesty if they end the story here with John Wick, that
would be okay, because, I seriously don't know how on god's earth will they top
this film. And If they ever do a Chapter 5, Please bring everybody back that did
Chapter 1-4 for Chapter 5. My dad and J are huge fans and we will continue be
fans, we love the film and for my dad it's already the best film of 2023 in his eyes.
Cinematography, soundtrack, visuals are ALL astounding. There is only a nitpick
and that is John Wick still is clean after all the fighting. Overall, John Wick's
Chapter 4 is a true masterpiece of action filmmaking, It's a film that manages to
exceed the high bar set by its predecessors, delivering a thrilling and emotionally
engaging experience that leaves you wanting even more. If you're a fan of action
movies or just great filmmaking in general, then John Wick Chapter 4 is an
absolute must-see film. I give it a 10/10 rating without reservation. I am wanting
this film to get this film a billion dollars at the box office, Because it deserves the
money, and time to see on the BIG screen. I am going ta see this film over and
over again. It's a masterpiece. 10/10.
",positive
35,"This has to the best action movie I have ever seen, I have to say I'm shocked to see the
4th movie in a cinematic universe be the best yet. It's non stop action from start to
finish. Keanu is one of the greatest action stars to ever live. I really hope they make
more. The fight choreography is second to none, the gun play better than ever, and the
casting is stupendous. The plot is top notch, the Wickverse is better than the Marvel
Universe and any film universe. He deserves all the plaudits for what he has done with

this character. You need to see this movie multiple times. Best film I have seen at the
cinema in a very long time.
",positive
36,"John Wick 4 is an incredible addition to the action franchise. The film takes the series to
new heights with even more intense fight scenes and a thrilling storyline that keeps you
on the edge of your seat. Keanu Reeves delivers another outstanding performance as the
iconic hitman, and the supporting cast brings their A-game as well. Without giving away
any spoilers, I can confidently say that John Wick 4 exceeds all expectations and is a
must-see for fans of the series and action movie lovers alike

it's the best John wick and all of the characters that are added do an amazing job beat
villains.
",positive
37,"From the very beginning to the end, nothing but endless kills, fighting, close combats,
bloods squirts or splashes, KR after four chapters, he looked older, slower and tiresome.
The screenplay was so pretentious and pointless, the dialog looked forced and boring,
katana swords vs. Bullets, and almost every bullet could be fenced off by the katana
sword blades. The scenarios and the plots just kept stacked up without any reason or
clue, just kill, kill, kill...nothing but kills. All the fighting sequences just like Shaw
Brothers’ 1970s poor and laughable Hong Kong martial art movies, heavily
choreographically staged, looked so forced and fake. Every kill was not killed with one
bullets but many, yet the handguns seemed equipped with endless bullets, bang, bang,
bang, even the fallen guys already dead, but still needed to be shot several times more
to increase the violent sound effect. I don’t know what's the purpose of making these 4th
Chapter, and I think the ist Chapter only needed a following 2nd Chapter to end it, but
what the heck, brainless young viewers need bloody fights, more dead bodies, ridiculous
screenplay with clueless storyline, no real plots or real story really needed, just created
something like violent video games.

When John Wick fought for his life in the Japanese hotel against so many clueless foes
and the Zatoishi-like blind swordsman played by Donny Yen with a Botox injected face,
we all decided to quit at the same time.

Hey, it's time to wrap it up, guys, no sense to continue to Chapter 5: You've Been
Conned, AGAIN!
",negative
38,"For nearly 10 years we have been treated to the joy that are the John Wick movies. The
nicest guy in hallywood has been able to reinvent himself into one of the baddest hitmen
ever to be played on screen! The 4th installment is no exception

Ive seen a lot of reviews and reports surrounding this movie and the state that John Wick
had found himself in the last 2 installments. Wick 2 i would say hes fighting at 30% hp
and Parabellum around 1hp and still managing to slay very time. This time round hes
back to full health and ready to take on everyone who stands in his way.

With the sudden passing of Lance Reddick im sure they had multiple stories for his
character as it sounded very much from the press tour that his character was going to be
round for a while after this mavie. Nonetheless he went out in the way that his character
has always been, dignified.

Less just say one thing that the villain of any movie deserves credit for making a movie
just as epic as it can be and Bill Skarsg4rd is no exception here. Typical man at the top
that gets everyone else to do his dirty work. Clancy browns Harbinger is awesome and a
great addition to the mystery that surrounds the world of the hitman for hire.

I cannot fault this film yet again, action movies for years to come will be looking back on
this to create an epic fight scene half as well as the smallest of scenes in this film. Just
one more thing to say that a fight scene between 2 factions of Ninjas is just as epic as
ever before.
",positive
39,"Think it's gone too far past how great JW1 was, just over hyped now. How is all this
action happening with no police any where?

A blind man shooting people but no one can shoot him ?? The main body guard for
the main villain should of been killed plenty of times,JW puts bullets in people who
you know are dead but leaves this guy in the middle of the road when he's the
main threat??How is all the violance happening in the street and night club and no
one batters an eye lid ??why did he leave the underground to go to the church
that's obviously miles away to then end up in a shootout ? Surly he got of go there
easier ? The overlay of the radio DJ at the end was annoying,how did she know
where he wa aging to be constantly??
",negative
40,"This is by far the best action movie to come out the past 15 years! Yup, I said it and
stand by it! Can you find a movie character more exciting than John Wick?? Jason Bourne
is a close second but the visuals in this franchise make this series fun to watch.

Fast forward to this installment where the stakes are higher for John Wick. There are a
lot of twists and turns in this one, along with some of the best fight choreography in
movies. The longer running time didn't really seem like much since the pacing of this film
is fast and exciting.

One note: Lance Reddick's final onscreen performance was sentimental to watch. It's
hard not to think about what happen recently with his passing while promoting this
movie. Other supporting characters make it woke up until the very end but Reddick will
be missed.
",positive
41,"This chapter of JW was really amazing; action-packed, compelling, funny and star-filled
was definitely enthralled and it never left you anywhere but on the edge of your seat. I
found it to be engaging, funny, and thrilling white still feeling heartwrenching and
shocking in so many different and unexpected ways. It was a movie that our entire fam
enjoyed and I feel Keanu hit the ball out of the park, per usual. This franchise is

cummarized in a hittarcuoeat way hit the ride ie warth the andinn navarthalece Chun hi)
",positive
42,"John Wick: Chapter 4 is the culmination of the entire series and represents the perfection
of all of the different ideas and concepts that have been toyed with up until now. The
film's lengthy runtime flies by, with every second of it earned. It not only delivers top
notch inventive action sequences, a Hotline Miami inspired climax which will leave you
mesmerized, and a satisfying payoff to the earlier entries’ elaborate world building, but it
accomplishes all that with such visual and auditory style and finesse that it honestly sets
a new standard for martial arts films moving forward. John Wick: Chapter 4 is a crowning
achievement for the genre.
",positive
